Faculdade;Carimbo de data/hora;Turmas;Disciplina;Q11;Q12;Q13;Q14;Q15;Q26;Q27;Q28;Q29;Q210;Q211;Q212;Q213;Q314;Q315;Q316;Q41;Q42;Q43;Q44;Q51;Q52;Q53;Q54;Q55;Q56;Q57;Q58
FEC;12/01/2021 14:43;2020;INTRODUCAO A ENGENHARIA CIVIL;2;2;2;2;4;3;2;2;2;2;2;2;2;2;2;2;3;3;3;3;4;4;3;3;4;4;4;2
FEC;13/01/2021 15:26;2020;INTRODUCAO A ENGENHARIA CIVIL;4;4;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4
FEC;13/01/2021 19:00;2020;INTRODUCAO A ENGENHARIA CIVIL;2;3;3;4;2;3;3;4;2;3;4;3;3;3;4;2;3;3;4;3;2;2;1;2;2;4;4;3
FEC;13/01/2021 16:12;2018;INTRODUCAO AS CIENCIAS AMBIENTAIS;4;4;3;4;4;3;3;3;4;3;4;4;4;3;4;4;4;3;3;3;4;4;4;3;3;4;4;3
FEC;14/01/2021 17:14;2018;INTRODUCAO AS CIENCIAS AMBIENTAIS;4;4;4;4;4;4;1;3;3;4;4;4;3;3;4;2;3;4;4;4;4;2;2;2;2;2;3;3
FEM;03/02/2021 20:20;2019;LABORATORIO DE ENSAIOS MECANICOS;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;4;4
FEM;03/02/2021 20:33;2019;LABORATORIO DE ENSAIOS MECANICOS;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;1;3;3;4;3;4
FEM;03/02/2021 23:16;2019;LABORATORIO DE ENSAIOS MECANICOS;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEM;05/03/2021 17:27;2019;LABORATORIO DE ENSAIOS MECANICOS;4;4;3;4;4;4;4;3;3;2;3;3;3;3;2;2;2;3;2;3;3;2;3;2;2;3;2;2
FEM;04/02/2021 00:35;2016;LABORATORIO DE VIBRACOES E ACUSTICA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;3;2;2;4;4;3;4;3
FAESA;11/03/2021 08:08;2016;LICENCIAMENTO AMBIENTAL;4;4;3;3;4;4;4;4;3;3;3;4;3;4;4;3;3;4;3;4;4;4;3;3;3;4;4;3
FAESA;11/03/2021 19:27;2016;LICENCIAMENTO AMBIENTAL;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FAESA;12/03/2021 13:15;2015;LICENCIAMENTO AMBIENTAL;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FAESA;11/03/2021 10:15;2018;MATERIAIS DE CONSTRUCAO CIVIL;3;4;2;3;1;3;3;2;3;2;3;3;2;1;2;2;2;3;3;3;2;2;1;2;2;3;3;2
FAESA;11/03/2021 19:03;2019;MATERIAIS DE CONSTRUCAO CIVIL;4;4;4;4;3;4;3;2;2;2;4;4;3;3;3;2;1;3;3;3;2;2;1;1;1;1;1;1
FAESA;11/03/2021 20:11;2019;MATERIAIS DE CONSTRUCAO CIVIL;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;3;4;4;4;2;4;4;4;3;4;4;3
FAESA;11/03/2021 22:25;2019;MATERIAIS DE CONSTRUCAO CIVIL;3;2;1;2;2;3;2;1;1;1;2;1;2;1;1;2;1;2;2;2;3;2;3;4;2;3;4;1
FAESA;12/03/2021 11:30;2019;MATERIAIS DE CONSTRUCAO CIVIL;3;4;3;4;3;4;4;3;2;1;3;3;2;3;3;2;2;3;3;2;2;2;1;2;2;3;3;2
FAESA;14/03/2021 01:02;2019;MATERIAIS DE CONSTRUCAO CIVIL;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4
FEM;03/02/2021 20:28;2019;MATERIAIS DE CONSTRUCAO MECANICA (MCM);4;4;4;4;4;4;4;3;4;4;4;4;4;2;3;3;3;3;4;2;2;3;3;3;3;4;4;3
FEM;03/02/2021 20:36;2019;MATERIAIS DE CONSTRUCAO MECANICA (MCM);4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;3;4;1;3;3;4;3;4
FEM;03/02/2021 23:17;2019;MATERIAIS DE CONSTRUCAO MECANICA (MCM);4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEM;04/02/2021 16:21;2018;MATERIAIS DE CONSTRUCAO MECANICA (MCM);3;4;3;4;3;4;4;3;3;3;4;3;3;3;3;4;3;3;3;3;2;2;2;4;3;4;4;3
FEM;05/03/2021 17:30;2019;MATERIAIS DE CONSTRUCAO MECANICA (MCM);4;3;3;4;4;3;3;3;3;2;3;3;2;3;3;2;3;3;3;3;2;2;3;2;2;3;2;2
FEM;04/02/2021 10:08;2019;MECANICA GERAL;2;1;2;2;3;4;2;2;2;2;1;1;2;1;1;1;2;2;2;1;4;1;4;4;4;4;3;2
FEM;05/03/2021 17:40;2019;MECANICA GERAL;2;2;3;3;3;3;2;3;3;2;3;2;2;3;2;2;3;3;3;3;3;2;2;2;3;3;2;2
FEM;03/02/2021 20:27;2017;MECANISMOS;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;3;3;4;4;4;4;4
FEM;03/02/2021 21:03;2017;MECANISMOS;4;4;4;4;2;3;3;2;3;4;2;2;4;3;3;3;2;1;4;3;2;2;1;4;3;4;3;1
FEM;03/02/2021 21:23;2017;MECANISMOS;3;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;3;3;4;3;3;1;1;2;3;4;4;4
FEM;04/02/2021 08:33;2017;MECANISMOS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;3;2;3;3;3;4;4;3
FEM;04/02/2021 10:32;2017;MECANISMOS;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;4;2;1;3;3;4;4;3
FEM;04/02/2021 13:53;2017;MECANISMOS;4;3;4;4;3;3;2;3;3;3;2;3;2;3;3;3;2;3;3;2;4;3;2;3;3;4;4;3
FEM;04/02/2021 17:49;2017;MECANISMOS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3
FEM;04/02/2021 18:44;2017;MECANISMOS;4;4;4;4;4;4;4;4;4;4;3;3;2;3;3;1;3;2;4;3;3;4;2;2;2;3;2;1
FEM;12/02/2021 10:11;2017;MECANISMOS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;2;2;3;3;3;1
FEM;04/02/2021 18:54;2020;METODOLOGIA CIENTIFICA;3;4;3;4;4;3;3;4;4;3;3;4;3;3;3;3;3;3;4;4;3;3;4;4;4;4;4;4
FEM;04/02/2021 22:05;2020;METODOLOGIA CIENTIFICA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEM;05/02/2021 00:58;2020;METODOLOGIA CIENTIFICA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;2;2;4;4;4;3;4
FEM;05/02/2021 22:30;2020;METODOLOGIA CIENTIFICA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEM;09/02/2021 16:45;2020;METODOLOGIA CIENTIFICA;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;3;3;3;4;2;2;2;2;3;4;3;3
FEC;18/12/2020 15:52;2020;METODOLOGIA DE TRABALHOS ACADEMICOS;2;2;3;4;3;4;2;2;2;1;2;3;2;2;2;2;3;2;3;3;3;2;2;2;3;2;2;2
FEC;04/01/2021 13:41;2020;METODOLOGIA DE TRABALHOS ACADEMICOS;3;3;4;4;4;4;4;4;4;4;3;4;3;4;4;4;2;2;2;3;2;1;1;2;2;4;3;3
FEC;07/01/2021 08:26;2020;METODOLOGIA DE TRABALHOS ACADEMICOS;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3
FEC;09/01/2021 22:35;2020;METODOLOGIA DE TRABALHOS ACADEMICOS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;3;4;4;3;4;4;4
FEC;10/01/2021 23:41;2020;METODOLOGIA DE TRABALHOS ACADEMICOS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;2;2;3;4;4;4;4;4
FEC;12/01/2021 14:46;2020;METODOLOGIA DE TRABALHOS ACADEMICOS;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;2;3;4;3;2;4;4;3;4;4;4;4;4
FEC;12/01/2021 14:46;2020;METODOLOGIA DE TRABALHOS ACADEMICOS;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;2;3;4;3;2;4;4;3;4;4;4;4;4
FEC;13/01/2021 15:31;2020;METODOLOGIA DE TRABALHOS ACADEMICOS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEC;13/01/2021 19:06;2020;METODOLOGIA DE TRABALHOS ACADEMICOS;4;4;4;4;4;4;4;4;4;4;3;4;4;3;3;3;3;3;2;4;2;2;1;2;3;4;4;3
FECOMP;05/03/2021 12:13;2016;METODOS NUMERICOS PARA ENGENHARIA;3;4;2;4;4;4;4;3;2;3;3;2;2;4;4;4;3;3;4;4;3;4;3;4;3;2;4;1
FECOMP;10/03/2021 12:14;2016;METODOS NUMERICOS PARA ENGENHARIA;4;4;2;1;2;4;1;1;1;1;1;1;1;1;1;2;1;1;2;1;3;3;2;4;3;2;3;2
FEM;04/02/2021 19:44;2020;METROLOGIA;3;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;3;4;4;3;3;4;4;3;4;4;4
FEM;04/02/2021 20:39;2020;METROLOGIA;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;4;4;3
FEM;04/02/2021 22:06;2020;METROLOGIA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEM;04/02/2021 22:56;2020;METROLOGIA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;2;3;4;4;4
FEM;05/02/2021 08:23;2020;METROLOGIA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4
FEM;05/02/2021 22:27;2020;METROLOGIA;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEM;10/02/2021 13:28;2020;METROLOGIA;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;4;3;3;3;3;2;2;3;2;2;3;3;3
FECOMP;05/03/2021 12:11;2016;MINERACAO DE DADOS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;2;2;3;4;2;2
FECOMP;05/03/2021 15:14;2017;MINERACAO DE DADOS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;3;2;4;4;4;4;4
FECOMP;06/03/2021 11:48;2017;MINERACAO DE DADOS;4;4;4;4;4;4;4;3;3;4;4;3;3;4;4;3;4;4;3;3;4;3;3;3;4;4;3;4
FECOMP;11/03/2021 14:44;2016;MINERACAO DE DADOS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FECOMP;05/03/2021 19:15;2018;PROBABILIDADE E ESTATISTICA;3;4;2;4;4;4;4;2;4;3;4;4;4;4;4;3;3;3;4;3;4;3;3;3;4;4;4;2
FECOMP;07/03/2021 09:56;2018;PROBABILIDADE E ESTATISTICA;3;3;3;3;3;3;3;1;3;2;3;3;3;2;2;2;1;2;2;2;4;4;3;3;2;4;3;1
FEM;03/02/2021 21:51;2017;PROCESSOS DE FABRICACAO NAO-CONVENCIONAIS;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;4;4;2;2;3;4;4;4;3
FECOMP;05/03/2021 12:12;2019;PROGRAMACAO;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;4;3;3;3;3;2;3;3;3;4;3
FECOMP;05/03/2021 12:27;2020;PROGRAMACAO;4;4;4;3;4;4;4;3;4;4;3;3;3;4;3;4;3;4;4;4;2;3;3;3;2;4;4;3
FECOMP;05/03/2021 13:17;2019;PROGRAMACAO;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4
FECOMP;05/03/2021 13:25;2019;PROGRAMACAO;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4
FECOMP;05/03/2021 13:41;2019;PROGRAMACAO;4;4;2;1;4;1;1;1;1;4;1;1;1;1;1;1;1;4;1;4;4;4;1;4;4;1;4;4
FECOMP;05/03/2021 20:10;2019;PROGRAMACAO;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;2;3;3;4;4;4;3;3;4;4;3;4;4
FECOMP;08/03/2021 19:08;2019;PROGRAMACAO;3;4;2;3;4;3;4;1;2;1;2;2;2;1;1;1;4;2;3;3;4;3;2;4;4;4;3;3
FECOMP;09/03/2021 17:32;2020;PROGRAMACAO;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FECOMP;11/03/2021 09:51;2020;PROGRAMACAO;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4
FECOMP;11/03/2021 11:14;2020;PROGRAMACAO;4;4;2;1;4;3;4;3;3;3;3;3;3;2;3;2;3;3;4;2;2;3;2;4;3;4;4;2
FECOMP;05/03/2021 15:17;2017;PROGRAMACAO PARALELA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;3;4;4;4;4;3
FECOMP;06/03/2021 11:50;2017;PROGRAMACAO PARALELA;4;4;3;4;4;3;3;3;3;3;4;3;3;3;3;2;3;3;3;3;4;3;3;3;3;3;3;3
FECOMP;06/03/2021 11:52;2015;PROGRAMACAO PARALELA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;3;4;4
FECOMP;05/03/2021 12:42;2017;PROJETO DE HARDWARE E INTERFACEAMENTO;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4
FECOMP;05/03/2021 13:52;2017;PROJETO DE HARDWARE E INTERFACEAMENTO;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4
FECOMP;05/03/2021 15:19;2017;PROJETO DE HARDWARE E INTERFACEAMENTO;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4
FECOMP;06/03/2021 11:51;2017;PROJETO DE HARDWARE E INTERFACEAMENTO;4;4;4;4;4;4;4;3;3;3;4;3;3;4;4;4;3;3;3;4;3;3;3;3;3;3;3;3
FECOMP;06/03/2021 15:00;2017;PROJETO DE HARDWARE E INTERFACEAMENTO;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FECOMP;05/03/2021 12:29;2020;PROJETOS DE ENGENHARIA I;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;4;4;3
FECOMP;05/03/2021 21:31;2020;PROJETOS DE ENGENHARIA I;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;3;3;4
FECOMP;06/03/2021 20:26;2020;PROJETOS DE ENGENHARIA I;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;3;4;4;4;4;4
FECOMP;10/03/2021 09:48;2020;PROJETOS DE ENGENHARIA I;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;2;4;3;4;4;4
FECOMP;05/03/2021 13:24;2019;PROJETOS DE ENGENHARIA II;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4
FECOMP;05/03/2021 14:10;2019;PROJETOS DE ENGENHARIA II;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FECOMP;05/03/2021 20:15;2019;PROJETOS DE ENGENHARIA II;3;2;3;3;3;1;2;2;3;1;3;3;2;2;2;2;3;3;3;3;3;2;2;2;3;4;4;3
FECOMP;08/03/2021 18:53;2019;PROJETOS DE ENGENHARIA II;1;4;3;2;2;1;4;1;1;1;2;3;2;2;2;2;1;2;2;1;1;2;1;3;2;1;1;1
FECOMP;09/03/2021 21:43;2019;PROJETOS DE ENGENHARIA II;3;3;4;3;3;1;4;2;4;1;4;3;4;4;4;4;3;1;3;4;3;3;1;2;2;2;2;1
FECOMP;11/03/2021 16:27;2019;PROJETOS DE ENGENHARIA II;4;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;3;4;4;4;4;4;3;2;3;3;4;2
FEC;13/01/2021 15:29;2017;PROJETOS ELETRICOS;4;3;4;4;2;4;4;3;4;3;4;2;3;3;4;3;3;4;3;4;4;4;3;4;4;4;4;3
FEC;31/01/2021 13:57;2017;PROJETOS ELETRICOS;4;4;4;4;3;4;4;3;4;4;3;3;3;4;4;3;3;3;4;4;3;3;3;4;4;4;4;4
FEM;03/02/2021 20:36;2017;PROJETOS INDUSTRIAIS;4;4;4;4;4;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4
FEM;03/02/2021 20:45;2017;PROJETOS INDUSTRIAIS;2;3;2;3;2;1;2;1;1;1;2;2;1;1;1;2;2;2;3;3;2;3;1;3;4;4;4;1
FEM;03/02/2021 21:44;2017;PROJETOS INDUSTRIAIS;3;4;3;4;3;4;4;2;3;2;3;3;3;2;2;3;2;3;3;3;2;2;1;2;3;3;4;2
FEM;03/02/2021 22:18;2017;PROJETOS INDUSTRIAIS;2;4;4;4;3;4;4;3;4;2;4;4;4;4;3;2;3;3;4;4;4;4;3;3;4;4;4;2
FEM;04/02/2021 10:44;2017;PROJETOS INDUSTRIAIS;2;2;3;3;2;1;2;2;3;2;4;1;1;1;1;1;1;2;1;4;3;2;3;4;2;4;4;1
FEM;04/02/2021 17:44;2017;PROJETOS INDUSTRIAIS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4
FEM;07/02/2021 21:58;2017;PROJETOS INDUSTRIAIS;3;3;2;4;3;2;3;2;3;2;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;4;4;3
FAESA;11/03/2021 08:10;2016;QUALIDADE DO AR;3;4;4;4;3;3;3;3;3;3;2;2;2;3;3;2;2;2;2;3;4;4;2;2;2;3;4;2
FAESA;11/03/2021 19:09;2016;QUALIDADE DO AR;2;3;2;4;1;1;1;1;1;2;2;1;1;1;1;1;1;1;3;1;3;3;2;2;2;2;4;1
FAESA;11/03/2021 19:28;2016;QUALIDADE DO AR;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FAESA;12/03/2021 09:57;2016;QUALIDADE DO AR;3;4;3;3;3;4;4;2;3;3;4;3;3;2;3;2;3;3;3;4;3;4;3;2;3;3;4;2
FEC;18/12/2020 15:37;2020;QUIMICA TEORICA APLICADA;3;4;3;4;4;4;4;4;4;4;4;4;4;2;4;2;3;4;2;2;4;4;2;4;4;4;4;2
FEC;18/12/2020 15:45;2020;QUIMICA TEORICA APLICADA;4;4;4;4;4;4;4;4;4;1;4;4;4;3;4;4;4;4;4;4;2;2;3;3;2;4;4;3
FEC;18/12/2020 18:39;2020;QUIMICA TEORICA APLICADA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;3;2;2;3;3;3;3;3
FEC;02/01/2021 13:12;2020;QUIMICA TEORICA APLICADA;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;4;3;3;4;4;4;4;3;4;4;4
FEC;04/01/2021 13:35;2020;QUIMICA TEORICA APLICADA;3;4;3;4;4;4;4;4;4;4;2;3;3;3;3;3;2;1;2;1;1;1;1;2;2;4;1;2
FEC;08/01/2021 13:00;2020;QUIMICA TEORICA APLICADA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;3;3;3;3;4;4;4;3
FEC;09/01/2021 14:22;2020;QUIMICA TEORICA APLICADA;4;4;3;4;4;4;4;4;3;4;4;4;4;3;2;2;3;4;3;4;3;4;3;2;4;4;4;4
FEC;09/01/2021 14:22;2020;QUIMICA TEORICA APLICADA;4;4;3;4;4;4;4;4;3;4;4;4;4;3;2;2;3;4;3;4;3;4;3;2;4;4;4;4
FEC;09/01/2021 14:23;2020;QUIMICA TEORICA APLICADA;4;4;3;4;4;4;4;4;3;4;4;4;4;3;2;2;3;4;3;4;3;4;3;2;4;4;4;4
FEC;09/01/2021 22:19;2020;QUIMICA TEORICA APLICADA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;4;4;3;4;4;4;4;4;4
FEC;10/01/2021 21:40;2020;QUIMICA TEORICA APLICADA;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;4;4;4;2;2;3;4;3;4;4;3
FEC;10/01/2021 22:20;2020;QUIMICA TEORICA APLICADA;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;4;4;2;3;4;3;3;4;4;4;4;4;4
FEC;12/01/2021 14:40;2020;QUIMICA TEORICA APLICADA;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;2;2;2;3;3;2;3;2;2
FEC;13/01/2021 18:55;2020;QUIMICA TEORICA APLICADA;3;4;3;4;3;3;3;2;2;2;3;3;3;3;3;3;3;2;3;3;2;2;1;2;2;4;4;3
FAESA;11/03/2021 08:16;2016;RECURSOS HIDRICOS;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;2;3;3;4;4;3
FAESA;11/03/2021 19:29;2016;RECURSOS HIDRICOS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FAESA;12/03/2021 10:23;2016;RECURSOS HIDRICOS;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;3;4;3;3;3;4;4;4
FAESA;12/03/2021 10:42;2016;RECURSOS HIDRICOS;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;3;4;4;4;4;4
FAESA;12/03/2021 14:31;2015;RECURSOS HIDRICOS;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;3;4;4;2;4;3;4;4;4
FECOMP;05/03/2021 19:22;2018;REDES DE COMPUTADORES II;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4
FECOMP;05/03/2021 22:24;2018;REDES DE COMPUTADORES II;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;2;4
FECOMP;07/03/2021 09:53;2018;REDES DE COMPUTADORES II;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4
FAESA;11/03/2021 08:05;2016;RESIDUOS SOLIDOS URBANOS;3;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;4;4;4;3;3;3;4;4;3
FAESA;11/03/2021 19:26;2016;RESIDUOS SOLIDOS URBANOS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FAESA;12/03/2021 09:52;2016;RESIDUOS SOLIDOS URBANOS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;3;3;4;3;4;3
FAESA;11/03/2021 10:23;2018;RESISTENCIA DOS MATERIAIS I;4;3;2;3;2;3;3;2;3;3;3;2;2;2;2;2;2;2;2;2;1;2;1;3;2;3;2;1
FAESA;11/03/2021 21:15;2017;SAUDE AMBIENTAL;4;4;3;3;4;4;3;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;3;4;4;4;4;4
FAESA;13/03/2021 17:00;2017;SAUDE AMBIENTAL;4;4;4;3;4;1;4;1;3;1;3;4;3;3;3;1;3;3;4;4;4;2;2;2;4;4;3;3
FAESA;13/03/2021 17:10;2017;SAUDE AMBIENTAL;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;3;2;3;4;2
FAESA;13/03/2021 17:11;2017;SAUDE AMBIENTAL;2;3;2;2;3;3;3;3;2;3;2;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4
FAESA;13/03/2021 17:27;2017;SAUDE AMBIENTAL;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;4;4;4;4;3
FAESA;13/03/2021 17:30;2017;SAUDE AMBIENTAL;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;4;4;4;4;4
FAESA;13/03/2021 18:29;2017;SAUDE AMBIENTAL;4;4;1;2;3;1;3;2;3;1;1;2;1;1;1;2;3;2;3;4;4;3;2;4;4;4;4;3
FAESA;13/03/2021 18:58;2017;SAUDE AMBIENTAL;2;2;1;2;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;3;3;3;3;3;3;3;2
FAESA;13/03/2021 19:02;2017;SAUDE AMBIENTAL;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;4;4;4;4;4;4;4;4
FAESA;13/03/2021 20:21;2017;SAUDE AMBIENTAL;3;3;1;1;3;2;3;1;1;1;1;1;1;1;1;2;2;2;2;3;3;3;1;3;3;4;4;2
FAESA;13/03/2021 22:00;2017;SAUDE AMBIENTAL;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;3;4;4;4;4;2;1;4;4;4;4;3
FEC;17/12/2020 19:35;2017;SEGURANCA NA CONSTRUCAO CIVIL;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;3;4;4;4;4;2;4;4;4;4;4;4
FEC;17/12/2020 22:36;2018;SEGURANCA NA CONSTRUCAO CIVIL;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;3;3;4;4;4
FEC;18/12/2020 10:25;2018;SEGURANCA NA CONSTRUCAO CIVIL;4;3;2;4;2;4;4;3;2;2;2;2;2;3;4;2;2;3;2;2;3;2;2;2;2;3;3;2
FEC;18/12/2020 13:07;2018;SEGURANCA NA CONSTRUCAO CIVIL;4;3;4;4;3;4;4;4;4;3;4;3;4;3;3;3;3;3;4;3;3;2;3;2;3;3;3;3
FEC;18/12/2020 17:07;2018;SEGURANCA NA CONSTRUCAO CIVIL;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;2;2;3;4;4;4;4;4
FEC;13/01/2021 15:25;2018;SEGURANCA NA CONSTRUCAO CIVIL;4;3;3;3;2;3;3;2;2;1;2;2;2;2;2;1;2;2;3;4;3;1;2;3;2;2;3;2
FEC;13/01/2021 16:01;2018;SEGURANCA NA CONSTRUCAO CIVIL;4;4;3;3;4;4;3;3;3;4;4;3;4;4;3;4;4;3;4;4;4;3;4;3;4;4;4;3
