Faculdade,Turmas,Disciplina,Q11,Q12,Q13,Q14,Q15,Q26,Q27,Q28,Q29,Q210,Q211,Q212,Q213,Q314,Q315,Q316,Q41,Q42,Q43,Q44,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58
FEC,2016,TRANSPORTE AQUAVIARIO,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,4,4
FEC,2016,TRANSPORTE AQUAVIARIO,4,4,2,4,4,4,4,3,3,3,4,4,4,3,3,2,4,4,3,4,4,4,2,2,2,3,4,4
FAESA,2015,TRATAMENTO DE ESGOTO SANITARIO,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FAESA,2015,TRATAMENTO DE ESGOTO SANITARIO,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,4,4,4,4,4
FAESA,2015,TRATAMENTO DE ESGOTO SANITARIO,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,2,2,4,4,4,4,4
FAESA,2016,TRATAMENTO DE RESIDUOS SOLIDOS,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,4,4,3
FAESA,2016,TRATAMENTO DE RESIDUOS SOLIDOS,4,4,3,2,3,1,1,2,3,1,3,1,1,1,1,1,2,3,3,3,3,3,2,3,3,3,4,2
FAESA,2016,TRATAMENTO DE RESIDUOS SOLIDOS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FAESA,2016,TRATAMENTO DE RESIDUOS SOLIDOS,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,3,3,4,3,4,3
FAESA,2015,TRATAMENTO DE RESIDUOS SOLIDOS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEM,2017,TUBULACOES INDUSTRIAIS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4
FEM,2017,TUBULACOES INDUSTRIAIS,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,2,1,3,3,4,4,4
FEM,2017,TUBULACOES INDUSTRIAIS,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,3,4,3,4,3,3
FEM,2017,TUBULACOES INDUSTRIAIS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,4,4,3
FEM,2017,TUBULACOES INDUSTRIAIS,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,3,4,4,3,3,3,1,2,2,3,3,2
FEM,2017,TUBULACOES INDUSTRIAIS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4
FEM,2017,TUBULACOES INDUSTRIAIS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,4,4,3
FEM,2017,TUBULACOES INDUSTRIAIS,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3
FECOMP,2019,VARIAVEIS COMPLEXAS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4
FECOMP,2019,VARIAVEIS COMPLEXAS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FECOMP,2019,VARIAVEIS COMPLEXAS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4
FECOMP,2019,VARIAVEIS COMPLEXAS,4,4,3,4,4,4,4,4,4,4,3,4,2,3,3,3,3,3,3,3,3,3,2,4,4,4,4,3
FECOMP,2019,VARIAVEIS COMPLEXAS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FECOMP,2019,VARIAVEIS COMPLEXAS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,3
FEM,2016,VIBRACOES MECANICAS,4,3,4,4,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4
FEM,2016,VIBRACOES MECANICAS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,3
FEM,2016,VIBRACOES MECANICAS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEM,2016,VIBRACOES MECANICAS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4
FEC,2019,Geologia de Engenharia (EC18149),4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,3,3,4,2
FEE,2018,CIRCUITOS ELETRICOS II,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4,3,4,4,4,4,4,4
FEE,2018,TEORIA ELETROMAGNETICA II,4,3,3,3,3,3,3,3,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4
FEE,2018,ELETRONICA ANALOGICA I,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEE,2018,TEORIA DAS COMUNICACOES,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEE,2018,NOCOES DE ECONOMIA PARA ENGENHEIROS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEE,2018,ADMINISTRACAO PARA ENGENHEIROS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEE,2019,CALCULO IV,4,3,3,3,4,4,3,3,3,4,4,4,3,3,3,4,4,3,4,3,3,4,2,3,3,3,3,3
FEE,2019,DIREITO E LEGISLACAO,3,2,3,2,3,3,2,2,3,3,2,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3
FEE,2019,ELETRONICA DIGITAL II,4,3,4,4,4,4,4,2,3,3,3,3,3,3,2,3,4,3,3,3,2,3,3,2,3,3,3,2
FEE,2019,FISICA PARA ENGENHARIA II,3,3,2,3,2,3,2,3,2,3,3,3,3,2,3,3,3,2,3,3,3,2,2,3,3,3,3,2
FEE,2019,FISICA PARA ENGENHARIA III,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
FEE,2019,FUNCOES DE UMA VARIAVEL COMPLEXA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4
FEE,2019,FUNCOES ESPECIAIS PARA ENGENHARIA,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3
FEE,2020,CALCULO I,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEE,2020,ALGEBRA LINEAR,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEE,2020,INTRODUCAO A CIENCIA DA COMPUTACAO,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEE,2020,QUIMICA GERAL PARA ENGENHARIA,4,3,3,4,3,4,4,4,3,4,4,3,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4
FEE,2020,ALGEBRA LINEAR,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEE,2020,CALCULO I,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEE,2020,SEMINARIOS DE ENGENHARIA ELETRICA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEE,2020,INTRODUCAO A CIENCIA DA COMPUTACAO,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEE,2020,QUIMICA GERAL PARA ENGENHARIA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEE,2020,ALGEBRA LINEAR,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,2,2,2,2,1,1,1,1,1,1,1,1
FEE,2020,ALGEBRA LINEAR,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,3,4,4,2,4,4,3,4,4,4
FEE,2020,CALCULO I,3,3,3,3,3,3,3,3,3,1,3,2,3,2,2,2,3,3,3,2,4,2,4,4,3,4,4,3
FEE,2020,INTRODUCAO A CIENCIA DA COMPUTACAO,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,3,4,4,4
FEE,2020,QUIMICA GERAL PARA ENGENHARIA,3,3,4,4,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,4,2,4,4,3,4,4,3
FEE,2020,SEMINARIOS DE ENGENHARIA ELETRICA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4
FEE,2019,FISICA PARA ENGENHARIA III,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,3,3,3
FEE,2019,CALCULO IV,2,2,2,3,4,2,2,3,2,3,2,1,1,2,2,1,2,2,2,2,3,4,4,3,4,2,3,2
FEE,2019,FISICA PARA ENGENHARIA III,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,1,4,4,4,4,4,4,4,3,4,2,3,3
FEE,2019,FUNCOES ESPECIAIS PARA ENGENHARIA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,3,3
FEE,2019,FUNCOES DE UMA VARIAVEL COMPLEXA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,2,3,3
FEE,2020,ALGEBRA LINEAR,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,2,2,3,3,4,4,4
FEE,2020,CALCULO I,3,4,3,4,4,4,3,3,3,2,4,4,3,3,3,4,3,3,3,3,3,2,2,4,2,4,4,3
FEE,2020,QUIMICA GERAL PARA ENGENHARIA,4,4,3,4,3,4,4,1,3,2,3,3,4,3,3,2,3,4,3,4,3,2,2,4,4,4,4,2
FEE,2020,SEMINARIOS DE ENGENHARIA ELETRICA,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,2,2,3,3,4,4,4
FEE,2020,INTRODUCAO A CIENCIA DA COMPUTACAO,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,2,3,4,4,4,4,4
FEE,2020,ALGEBRA LINEAR,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,3
FEE,2020,CALCULO I,1,3,1,1,2,2,3,1,1,1,1,2,1,3,2,1,1,2,2,4,3,4,2,2,3,4,3,1
FEE,2020,INTRODUCAO A CIENCIA DA COMPUTACAO,4,4,2,4,4,4,2,4,4,4,4,3,4,4,4,4,4,4,4,2,3,4,3,2,2,4,2,2
FEE,2017,EL18043 - ELETRONICA ANALOGICA I,3,4,3,3,4,4,3,3,2,1,2,3,2,2,2,1,3,3,3,3,4,1,1,3,3,3,4,2
FEE,2017,TEORIA ELETROMAGNETICA II,4,4,4,3,4,4,4,3,2,3,3,4,2,4,4,3,3,3,3,4,4,2,1,2,2,3,4,2
FEE,2019,CALCULO II,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,4,4,4,4,4
FEE,2019,ELETRONICA DIGITAL II,1,3,1,4,4,3,3,1,1,1,1,1,1,2,1,2,1,3,1,4,4,4,4,4,4,4,4,3
FEE,2019,FUNCOES ESPECIAIS PARA ENGENHARIA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEE,2019,FUNCOES DE UMA VARIAVEL COMPLEXA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEE,2018,TEORIA DAS COMUNICACOES,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,3
FEE,2018,NOCOES DE ECONOMIA PARA ENGENHEIROS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,2,2
FEE,2018,INSTALACOES ELETRICAS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,3
FEE,2018,ADMINISTRACAO PARA ENGENHEIROS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,3,3
FEE,2018,TEORIA ELETROMAGNETICA II,4,4,2,4,4,4,4,2,1,4,4,2,1,4,4,1,2,3,2,4,3,2,2,2,2,3,3,2
FEE,2019,DIREITO E LEGISLACAO,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
FEE,2019,ELETRONICA DIGITAL II,2,4,2,4,4,2,1,4,1,2,3,3,3,1,1,4,2,3,4,4,1,4,4,1,4,4,4,4
FEE,2017,ADMINISTRACAO PARA ENGENHEIROS,4,4,4,4,3,3,3,3,4,3,3,4,4,4,3,4,3,3,4,3,4,3,3,3,4,3,3,4
FEE,2017,INSTALACOES ELETRICAS,4,3,3,4,3,3,3,3,4,3,3,4,4,4,3,4,3,3,3,3,4,3,3,3,4,3,4,3
FEE,2017,SISTEMAS DE ENERGIA ELETRICA,3,3,4,4,4,4,4,4,4,4,2,3,3,4,4,3,3,4,4,4,4,3,3,3,4,2,4,3
FEE,2017,CONVERSAO DE ENERGIA II,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4
FEE,2018,ELETRONICA ANALOGICA I,4,4,4,4,4,3,4,2,3,2,3,3,3,4,4,4,3,3,4,4,3,2,2,2,3,4,4,2
FEE,2017,CONVERSAO DE ENERGIA II,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4
FEE,2017,COMUNICACOES AVANCADAS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,4,3,4,3
FEE,2017,NOCOES DE ECONOMIA PARA ENGENHEIROS,4,3,4,4,3,3,3,3,4,4,3,4,4,4,4,4,3,4,3,4,4,3,3,4,4,3,4,4
FEE,2018,ADMINISTRACAO PARA ENGENHEIROS,4,3,4,4,3,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,3,4,2,4,2,4,4
