Faculdade,Turmas,Disciplina,Q11,Q12,Q13,Q14,Q15,Q26,Q27,Q28,Q29,Q210,Q211,Q212,Q213,Q314,Q315,Q316,Q41,Q42,Q43,Q44,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58
FEM,2020,ESTATISTICA APLICADA,3,4,4,4,4,3,3,3,3,2,4,3,4,4,4,4,3,3,3,3,2,3,2,2,1,1,4,3
FEM,2020,ESTATISTICA APLICADA,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4
FEM,2020,ESTRUTURA E PROPRIEDADE DOS MATERIAIS (EPM),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,4,4,4,4,4
FEM,2020,ESTRUTURA E PROPRIEDADE DOS MATERIAIS (EPM),4,3,4,4,4,4,4,4,4,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,4,4,4
FEM,2020,ESTRUTURA E PROPRIEDADE DOS MATERIAIS (EPM),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEM,2020,ESTRUTURA E PROPRIEDADE DOS MATERIAIS (EPM),4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
FEM,2020,ESTRUTURA E PROPRIEDADE DOS MATERIAIS (EPM),4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3
FEC,2017,ESTRUTURAS DE CONCRETO I,3,2,2,3,4,4,2,3,3,2,3,3,2,3,3,1,2,2,3,2,3,2,2,4,3,3,4,3
FEC,2017,ESTRUTURAS DE CONCRETO I,1,1,1,3,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,3,3,4,3,3,4,1
FEC,2017,ESTRUTURAS DE CONCRETO I,1,1,1,2,4,1,1,2,2,1,1,1,1,2,1,1,1,3,3,2,4,3,3,3,4,3,4,3
FEC,2017,ESTRUTURAS DE CONCRETO: PATOLOGIAS E REABILITACAO,4,3,4,4,4,4,4,4,4,3,3,4,3,3,3,3,4,4,4,2,3,3,3,4,4,3,4,3
FECOMP,2019,ESTRUTURAS DE DADOS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4
FECOMP,2019,ESTRUTURAS DE DADOS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FECOMP,2019,ESTRUTURAS DE DADOS,4,4,4,4,4,4,4,2,3,3,1,3,2,3,2,2,1,2,1,3,2,3,3,1,2,3,1,1
FECOMP,2019,ESTRUTURAS DE DADOS,3,3,3,3,3,1,2,1,1,1,1,2,1,2,1,1,1,2,4,1,2,3,1,3,3,3,2,1
FECOMP,2019,ESTRUTURAS DE DADOS,4,4,4,3,3,2,3,3,3,2,2,3,2,3,3,3,1,3,3,3,3,3,3,1,2,2,1,1
FEC,2017,ESTRUTURAS DE MADEIRA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4
FAESA,2019,FISICA FUNDAMENTAL I,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,3,3,2,2,3,3,3,3
FAESA,2019,FISICA FUNDAMENTAL I,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,4,2,3,1,1,1,1,1,1
FAESA,2019,FISICA FUNDAMENTAL I,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4
FAESA,2018,FISICA FUNDAMENTAL III,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,3,2,3,2,1,2,3,3,3,2,1
FAESA,2018,FISICA FUNDAMENTAL III,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
FECOMP,2019,FISICA I,2,3,2,4,4,3,3,2,3,2,2,3,3,3,3,3,2,2,3,2,2,2,3,2,3,4,4,2
FECOMP,2016,FISICA I,4,4,2,3,4,4,4,2,2,2,4,2,2,2,2,2,1,2,2,1,4,4,2,3,3,2,3,3
FECOMP,2020,FISICA I,4,4,4,4,4,4,4,3,3,3,4,2,3,2,2,2,3,3,3,3,3,3,4,4,3,4,4,3
FECOMP,2019,FISICA I,4,4,1,4,4,1,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FECOMP,2020,FISICA I,3,4,4,4,4,4,4,2,3,4,3,4,3,3,2,2,3,4,4,4,2,4,3,4,4,4,4,2
FECOMP,2020,FISICA I,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FECOMP,2020,FISICA I,2,4,1,3,3,3,4,1,1,1,1,1,1,4,3,3,1,3,3,3,3,3,2,3,3,4,3,1
FECOMP,2017,FISICA I,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
FEM,2019,FISICA I,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,4,3,4,4,4
FEM,2020,FISICA I,4,4,3,4,4,3,4,4,3,2,3,3,3,2,2,4,3,3,3,2,3,2,4,4,3,3,4,4
FECOMP,2017,FISICA II,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FECOMP,2019,FISICA II,3,3,4,3,4,4,4,4,3,3,4,4,4,4,3,4,3,3,4,4,2,3,3,2,3,3,4,2
FECOMP,2019,FISICA II,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FECOMP,2018,FISICA II,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,2,3,4,3,4,4
FECOMP,2019,FISICA II,3,4,2,3,4,2,3,2,2,3,3,2,2,3,3,3,2,3,3,3,2,3,2,2,2,3,3,1
FECOMP,2018,FISICA II,3,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,1,1,4,3,2,4,3,3,4
FECOMP,2019,FISICA II,4,4,4,4,4,4,4,4,2,2,4,3,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4
FECOMP,2019,FISICA II,1,3,3,3,3,4,3,3,2,1,2,2,2,3,3,4,1,2,3,2,3,3,1,1,2,2,2,1
FECOMP,2017,FISICA II,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEM,2019,FISICA II,4,3,2,4,4,4,3,2,4,4,4,4,4,4,4,4,3,4,4,2,3,3,3,4,4,4,4,3
FEM,2019,FISICA II,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEM,2019,FISICA II,4,4,2,3,3,3,3,2,3,2,3,3,2,2,3,3,3,3,3,3,2,2,3,2,2,2,2,2
FEC  (Goianesia do Para),2019,FISICA TEORICA APLICADA I,2,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEC,2019,FISICA TEORICA APLICADA I,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4
FEC  (Goianesia do Para),2019,FISICA TEORICA APLICADA I,1,1,2,4,3,1,1,2,2,1,3,3,1,3,2,1,1,3,2,1,3,3,4,3,3,4,4,1
FEC,2019,FISICA TEORICA APLICADA II,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,3,3,4,4,4
FEC,2019,FISICA TEORICA APLICADA II,2,3,4,3,4,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,3,3,4,3
FEC,2019,FISICA TEORICA APLICADA II,2,2,1,3,3,2,3,1,2,1,2,1,1,3,1,1,2,3,2,2,4,4,3,4,4,4,4,3
FEC,2019,FISICA TEORICA APLICADA II,1,1,2,3,3,3,2,3,3,2,3,2,3,2,3,3,3,3,3,3,2,2,1,3,3,3,3,3
FEC,2019,FISICA TEORICA APLICADA II,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,3,4,4,4,4,3,3,2,4,3,4,4,4
FEC  (Goianesia do Para),2019,FISICA TEORICA APLICADA II,2,3,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
FAESA,2018,FUNDAMENTOS E T. DO DESENVOLVIMENTO SUSTENTAVEL,4,3,3,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,4,4,2,3,2,3,3,4,3,3
FEC,2019,GEOLOGIA DE ENGENHARIA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,2,1,1,3,3,4,4,4
FEC,2019,GEOLOGIA DE ENGENHARIA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,3,4,3,4,4
FEC,2019,GEOLOGIA DE ENGENHARIA,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,3,4,4,4,4,4
FEC,2018,GEOLOGIA DE ENGENHARIA,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,2,1,3,3,3,3,4,4
FEC,2019,GEOLOGIA DE ENGENHARIA,3,3,3,3,3,3,3,1,1,2,2,2,2,2,2,2,1,2,2,3,2,2,1,3,3,3,3,1
FEC,2019,GEOLOGIA DE ENGENHARIA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,3,4,3,4
FEC  (Goianesia do Para),2019,GEOLOGIA DE ENGENHARIA,3,4,4,4,4,4,3,4,4,4,4,4,3,4,3,3,4,4,4,2,2,3,3,3,3,3,3,3
FEC  (Goianesia do Para),2019,GEOLOGIA DE ENGENHARIA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEC  (Goianesia do Para),2019,GEOLOGIA DE ENGENHARIA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
FEC  (Goianesia do Para),2019,GEOLOGIA DE ENGENHARIA,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4
FEC  (Goianesia do Para),2019,GEOLOGIA DE ENGENHARIA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEC,2019,GEOLOGIA DE ENGENHARIA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4
FEC,2019,GEOLOGIA DE ENGENHARIA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEC  (Goianesia do Para),2019,GEOLOGIA DE ENGENHARIA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,2,4,4,4
FEC  (Goianesia do Para),2019,GEOLOGIA DE ENGENHARIA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEC  (Goianesia do Para),2019,GEOLOGIA DE ENGENHARIA,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,4,3,4,4,3,3,3,2,3,4,4,4,2
FEC  (Goianesia do Para),2019,GEOLOGIA DE ENGENHARIA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEC,2018,GEOTECNIA AMBIENTAL,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4
FEC,2018,GEOTECNIA AMBIENTAL,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,4,4
FEC,2018,GEOTECNIA AMBIENTAL,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,2,4,4,3,4,4,4
FEC,2018,GEOTECNIA AMBIENTAL,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4
FEC,2018,GEOTECNIA AMBIENTAL,4,4,3,4,4,3,4,3,4,3,1,4,4,3,4,4,4,4,4,4,3,2,3,3,3,4,3,4
FEC,2018,GEOTECNIA AMBIENTAL,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4
FEM,2016,GERENCIA DE MANUTENCAO,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEM,2017,HIDRAULICA E PNEUMATICA,3,4,3,4,4,2,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,1
FEM,2017,HIDRAULICA E PNEUMATICA,3,3,2,2,2,1,1,2,2,2,3,2,1,2,1,1,1,2,2,2,1,2,1,1,2,1,3,2
FEM,2018,HIDRAULICA E PNEUMATICA,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3
FEM,2017,HIDRAULICA E PNEUMATICA,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,2,3,3,3,4,4
FAESA,2018,HIDRAULICA GERAL I,4,4,3,4,4,3,3,3,4,3,4,4,3,3,4,3,3,3,4,3,2,2,2,4,4,4,3,3
FAESA,2017,HIDROBIOLOGIA E LIMNOLOGIA,4,4,3,3,4,4,3,3,3,3,4,3,3,3,3,3,4,4,4,4,3,3,3,4,4,4,4,4
FAESA,2017,HIDROBIOLOGIA E LIMNOLOGIA,4,4,3,3,4,1,4,2,3,2,2,3,2,3,3,4,3,3,4,4,4,2,1,3,4,4,3,3
FAESA,2017,HIDROBIOLOGIA E LIMNOLOGIA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,1,4,4,4,4,4
FAESA,2017,HIDROBIOLOGIA E LIMNOLOGIA,4,4,1,2,3,1,2,2,1,1,1,2,1,2,1,2,3,2,3,3,3,2,2,4,4,4,4,3
FAESA,2017,HIDROBIOLOGIA E LIMNOLOGIA,1,4,2,3,3,4,4,2,2,2,1,1,1,1,2,1,2,1,1,4,4,2,3,4,3,4,4,4
FAESA,2017,HIDROBIOLOGIA E LIMNOLOGIA,2,2,1,2,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,3,3,3,3,3,3,3,2
FAESA,2017,HIDROBIOLOGIA E LIMNOLOGIA,3,3,1,1,3,2,3,1,1,1,2,2,1,1,1,1,2,2,3,3,3,4,2,3,3,4,4,2
FAESA,2017,HIDROBIOLOGIA E LIMNOLOGIA,4,4,4,4,4,4,4,4,4,3,3,4,2,4,4,4,4,4,4,4,4,2,1,3,4,4,4,3
FEC,2017,IMPACTOS AMBIENTAIS DE OBRAS CIVIS I,3,4,4,4,4,4,3,4,4,4,3,4,4,4,3,1,4,4,4,3,4,3,3,2,4,3,4,3
FEC,2017,IMPACTOS AMBIENTAIS DE OBRAS CIVIS I,4,4,3,4,4,4,4,4,3,3,2,4,4,4,3,3,4,4,4,4,4,4,3,3,4,2,4,4
FEC,2017,IMPACTOS AMBIENTAIS DE OBRAS CIVIS I,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3,1,4,4,4,4,3,3,3,3,4,4,4,3
FAESA,2019,INFORMATICA APLICADA A ENGENHARIA,2,1,2,3,3,2,2,2,3,2,4,3,3,2,2,3,3,3,3,3,4,4,3,4,4,4,4,3
FAESA,2019,INFORMATICA APLICADA A ENGENHARIA,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,3,4,3,4,4,3,2,4,3,4,4,4
FAESA,2019,INFORMATICA APLICADA A ENGENHARIA,2,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,2,3,2,4,4,4,2,4,4,3
FAESA,2019,INFORMATICA APLICADA A ENGENHARIA,1,2,2,4,4,3,2,4,4,3,4,3,3,4,4,3,4,4,3,2,2,2,1,4,2,4,3,4
FAESA,2019,INFORMATICA APLICADA A ENGENHARIA,1,1,4,4,3,2,1,4,4,4,3,3,3,3,3,2,3,3,3,2,3,3,4,4,4,4,4,4
FECOMP,2016,INFORMATICA E SOCIEDADE,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4
FECOMP,2016,INFORMATICA E SOCIEDADE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FECOMP,2016,INFORMATICA E SOCIEDADE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEM,2018,INSTRUMENTACAO INDUSTRIAL,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,2,3,4,3,3,3,3,3,3,4,3
FEM,2018,INSTRUMENTACAO INDUSTRIAL,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
FEM,2018,INSTRUMENTACAO INDUSTRIAL,4,4,2,3,3,4,4,3,3,3,4,3,3,4,4,3,3,3,4,4,3,2,2,3,3,4,4,4
FEC,2019,INTRODUCAO A CIENCIA E ENGENHARIA DOS MATERIAIS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,3,3,4,4,4
FEC,2019,INTRODUCAO A CIENCIA E ENGENHARIA DOS MATERIAIS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,4,4,4,4
FEC,2019,INTRODUCAO A CIENCIA E ENGENHARIA DOS MATERIAIS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4
FEC,2019,INTRODUCAO A CIENCIA E ENGENHARIA DOS MATERIAIS,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,2,3,3,2,2,1,2,3,3,4,2
FEC,2019,INTRODUCAO A CIENCIA E ENGENHARIA DOS MATERIAIS,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,4,4,3,4
FEC  (Goianesia do Para),2019,INTRODUCAO A CIENCIA E ENGENHARIA DOS MATERIAIS,4,4,4,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2
FEC  (Goianesia do Para),2019,INTRODUCAO A CIENCIA E ENGENHARIA DOS MATERIAIS,3,4,3,3,3,4,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
FEC  (Goianesia do Para),2019,INTRODUCAO A CIENCIA E ENGENHARIA DOS MATERIAIS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4
FEC  (Goianesia do Para),2019,INTRODUCAO A CIENCIA E ENGENHARIA DOS MATERIAIS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEC  (Goianesia do Para),2019,INTRODUCAO A CIENCIA E ENGENHARIA DOS MATERIAIS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEC  (Goianesia do Para),2019,INTRODUCAO A CIENCIA E ENGENHARIA DOS MATERIAIS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
FEC  (Goianesia do Para),2019,INTRODUCAO A CIENCIA E ENGENHARIA DOS MATERIAIS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEC  (Goianesia do Para),2019,INTRODUCAO A CIENCIA E ENGENHARIA DOS MATERIAIS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEC,2019,INTRODUCAO A CIENCIA E ENGENHARIA DOS MATERIAIS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEC,2019,INTRODUCAO A CIENCIA E ENGENHARIA DOS MATERIAIS,3,3,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
FEC  (Goianesia do Para),2019,INTRODUCAO A CIENCIA E ENGENHARIA DOS MATERIAIS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,3
FEC  (Goianesia do Para),2019,INTRODUCAO A CIENCIA E ENGENHARIA DOS MATERIAIS,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3,3,4,4
FEC  (Goianesia do Para),2019,INTRODUCAO A CIENCIA E ENGENHARIA DOS MATERIAIS,4,4,3,4,3,4,4,3,4,4,4,4,4,3,3,3,4,3,3,3,3,3,2,3,3,4,4,3
FEC  (Goianesia do Para),2019,INTRODUCAO A CIENCIA E ENGENHARIA DOS MATERIAIS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEC,2020,INTRODUCAO A ENGENHARIA CIVIL,3,4,3,4,3,4,3,3,3,1,3,3,3,3,3,3,3,4,4,4,3,2,3,3,3,3,3,3
FEC,2020,INTRODUCAO A ENGENHARIA CIVIL,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,4,2,1,1,2,3,4,4,4
FEC,2020,INTRODUCAO A ENGENHARIA CIVIL,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4
FEC,2020,INTRODUCAO A ENGENHARIA CIVIL,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,4,3,4,4,3
FEC,2020,INTRODUCAO A ENGENHARIA CIVIL,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,2,2,3,4,4,4,4,4
FEC,2020,INTRODUCAO A ENGENHARIA CIVIL,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,3,3,4,4,4,2
FEC,2020,INTRODUCAO A ENGENHARIA CIVIL,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
FEC,2020,INTRODUCAO A ENGENHARIA CIVIL,2,3,3,4,2,3,3,4,2,3,4,3,3,3,4,2,3,3,4,3,2,2,1,2,2,4,4,3
FEC,2018,INTRODUCAO AS CIENCIAS AMBIENTAIS,4,4,3,4,4,3,3,3,4,3,4,4,4,3,4,4,4,3,3,3,4,4,4,3,3,4,4,3
FEC,2018,INTRODUCAO AS CIENCIAS AMBIENTAIS,4,4,4,4,4,4,1,3,3,4,4,4,3,3,4,2,3,4,4,4,4,2,2,2,2,2,3,3
FEM,2019,LABORATORIO DE ENSAIOS MECANICOS,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4
FEM,2019,LABORATORIO DE ENSAIOS MECANICOS,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,1,3,3,4,3,4
FEM,2019,LABORATORIO DE ENSAIOS MECANICOS,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEM,2019,LABORATORIO DE ENSAIOS MECANICOS,4,4,3,4,4,4,4,3,3,2,3,3,3,3,2,2,2,3,2,3,3,2,3,2,2,3,2,2
FEM,2016,LABORATORIO DE VIBRACOES E ACUSTICA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,2,2,4,4,3,4,3
FAESA,2016,LICENCIAMENTO AMBIENTAL,4,4,3,3,4,4,4,4,3,3,3,4,3,4,4,3,3,4,3,4,4,4,3,3,3,4,4,3
FAESA,2016,LICENCIAMENTO AMBIENTAL,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FAESA,2015,LICENCIAMENTO AMBIENTAL,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FAESA,2018,MATERIAIS DE CONSTRUCAO CIVIL,3,4,2,3,1,3,3,2,3,2,3,3,2,1,2,2,2,3,3,3,2,2,1,2,2,3,3,2
FAESA,2019,MATERIAIS DE CONSTRUCAO CIVIL,4,4,4,4,3,4,3,2,2,2,4,4,3,3,3,2,1,3,3,3,2,2,1,1,1,1,1,1
FAESA,2019,MATERIAIS DE CONSTRUCAO CIVIL,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,4,4,3,4,4,3
FAESA,2019,MATERIAIS DE CONSTRUCAO CIVIL,3,2,1,2,2,3,2,1,1,1,2,1,2,1,1,2,1,2,2,2,3,2,3,4,2,3,4,1
FAESA,2019,MATERIAIS DE CONSTRUCAO CIVIL,3,4,3,4,3,4,4,3,2,1,3,3,2,3,3,2,2,3,3,2,2,2,1,2,2,3,3,2
FAESA,2019,MATERIAIS DE CONSTRUCAO CIVIL,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4
FEM,2019,MATERIAIS DE CONSTRUCAO MECANICA (MCM),4,4,4,4,4,4,4,3,4,4,4,4,4,2,3,3,3,3,4,2,2,3,3,3,3,4,4,3
FEM,2019,MATERIAIS DE CONSTRUCAO MECANICA (MCM),4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,1,3,3,4,3,4
FEM,2019,MATERIAIS DE CONSTRUCAO MECANICA (MCM),4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEM,2018,MATERIAIS DE CONSTRUCAO MECANICA (MCM),3,4,3,4,3,4,4,3,3,3,4,3,3,3,3,4,3,3,3,3,2,2,2,4,3,4,4,3
FEM,2019,MATERIAIS DE CONSTRUCAO MECANICA (MCM),4,3,3,4,4,3,3,3,3,2,3,3,2,3,3,2,3,3,3,3,2,2,3,2,2,3,2,2
FEM,2019,MECANICA GERAL,2,1,2,2,3,4,2,2,2,2,1,1,2,1,1,1,2,2,2,1,4,1,4,4,4,4,3,2
FEM,2019,MECANICA GERAL,2,2,3,3,3,3,2,3,3,2,3,2,2,3,2,2,3,3,3,3,3,2,2,2,3,3,2,2
FEM,2017,MECANISMOS,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4
FEM,2017,MECANISMOS,4,4,4,4,2,3,3,2,3,4,2,2,4,3,3,3,2,1,4,3,2,2,1,4,3,4,3,1
FEM,2017,MECANISMOS,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,3,3,1,1,2,3,4,4,4
FEM,2017,MECANISMOS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,2,3,3,3,4,4,3
FEM,2017,MECANISMOS,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,2,1,3,3,4,4,3
FEM,2017,MECANISMOS,4,3,4,4,3,3,2,3,3,3,2,3,2,3,3,3,2,3,3,2,4,3,2,3,3,4,4,3
FEM,2017,MECANISMOS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3
FEM,2017,MECANISMOS,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,1,3,2,4,3,3,4,2,2,2,3,2,1
